Episode,BaseStation,ASM_Mode,Throughput_UL,Throughput_DL,Power,Latency_UL,Latency_DL,Cell_Load
710,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
711,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
711,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
712,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
712,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
713,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
713,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
714,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
714,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
715,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
715,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
716,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
716,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
717,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
717,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
718,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
718,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
719,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
719,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
720,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
720,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
721,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
721,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
722,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
722,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
723,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
723,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
724,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
724,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
725,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
725,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
726,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
726,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
727,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
727,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
728,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
728,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
729,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
729,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
730,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
730,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
731,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
731,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
732,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
732,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
733,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
733,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
734,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
734,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
735,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
735,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
736,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
736,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
737,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
737,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
738,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
738,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
739,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
739,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
740,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
740,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
741,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
741,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
742,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
742,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
743,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
743,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
744,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
744,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
745,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
745,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
746,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
746,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
747,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
747,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
748,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
748,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
749,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
749,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
750,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
750,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
751,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
751,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
752,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
752,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
753,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
753,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
754,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
754,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
755,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
755,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
756,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
756,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
757,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
757,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
758,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
758,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
759,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
759,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
760,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
760,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
761,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
761,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
762,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
762,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
763,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
763,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
764,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
764,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
765,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
765,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
766,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
766,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
767,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
767,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
768,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
768,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
769,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
769,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
770,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
770,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
771,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
771,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
772,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
772,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
773,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
773,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
774,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
774,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
775,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
775,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
776,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
776,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
777,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
777,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
778,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
778,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
779,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
779,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
780,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
780,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
781,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
781,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
782,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
782,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
783,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
783,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
784,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
784,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
785,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
785,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
786,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
786,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
787,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
787,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
788,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
788,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
789,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
789,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
790,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
790,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
791,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
791,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
792,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
792,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
793,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
793,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
794,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
794,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
795,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
795,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
796,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
796,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
797,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
797,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
798,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
798,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
799,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
799,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
800,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
800,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
801,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
801,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
802,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
802,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
803,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
803,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
804,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
804,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
805,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
805,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
806,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
806,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
807,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
807,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
808,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
808,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
809,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
809,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
810,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
810,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
811,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
811,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
812,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
812,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
813,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
813,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
814,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
814,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
815,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
815,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
816,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
816,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
817,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
817,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
818,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
818,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
819,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
819,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
820,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
820,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
821,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
821,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
822,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
822,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
823,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
823,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
824,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
824,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
825,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
825,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
826,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
826,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
827,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
827,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
828,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
828,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
829,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
829,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
830,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
830,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
831,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
831,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
832,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
832,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
833,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
833,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
834,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
834,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
835,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
835,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
836,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
836,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
837,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
837,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
838,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
838,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
839,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
839,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
840,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
840,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
841,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
841,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
842,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
842,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
843,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
843,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
844,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
844,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
845,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
845,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
846,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
846,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
847,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
847,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
848,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
848,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
849,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
849,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
850,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
850,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
851,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
851,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
852,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
852,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
853,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
853,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
854,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
854,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
855,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
855,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
856,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
856,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
857,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
857,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
858,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
858,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
859,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
859,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
860,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
860,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
861,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
861,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
862,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
862,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
863,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
863,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
864,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
864,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
865,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
865,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
866,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
866,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
867,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
867,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
868,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
868,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
869,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
869,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
870,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
870,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
871,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
871,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
872,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
872,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
873,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
873,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
874,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
874,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
875,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
875,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
876,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
876,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
877,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
877,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
878,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
878,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
879,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
879,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
880,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
880,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
881,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
881,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
882,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
882,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
883,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
883,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
884,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
884,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
885,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
885,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
886,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
886,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
887,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
887,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
888,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
888,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
889,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
889,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
890,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
890,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
891,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
891,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
892,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
892,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
893,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
893,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
894,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
