Episode,BaseStation,ASM_Mode,Throughput_UL,Throughput_DL,Power,Latency_UL,Latency_DL,Cell_Load
21,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
22,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
22,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
23,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
23,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
24,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
24,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
25,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
25,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
26,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
26,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
27,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
27,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
28,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
28,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
29,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
29,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
30,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
30,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
31,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
31,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
32,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
32,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
33,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
33,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
34,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
34,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
35,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
35,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
36,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
36,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
37,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
37,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
38,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
38,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
39,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
39,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
40,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
40,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
41,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
41,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
42,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
42,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
43,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
43,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
44,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
44,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
45,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
45,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
46,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
46,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
47,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
47,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
48,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
48,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
49,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
49,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
50,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
50,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
51,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
51,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
52,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
52,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
53,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
53,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
54,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
54,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
55,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
55,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
56,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
56,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
57,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
57,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
58,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
58,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
59,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
59,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
60,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
60,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
61,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
61,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
62,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
62,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
63,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
63,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
64,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
64,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
65,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
65,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
66,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
66,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
67,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
67,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
68,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
68,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
69,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
69,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
70,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
70,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
71,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
71,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
72,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
72,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
73,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
73,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
74,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
74,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
75,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
75,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
76,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
76,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
77,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
77,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
78,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
78,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
79,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
79,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
80,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
80,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
81,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
81,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
82,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
82,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
83,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
83,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
84,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
84,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
85,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
85,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
86,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
86,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
87,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
87,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
88,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
88,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
89,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
89,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
90,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
90,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
91,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
91,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
92,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
92,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
93,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
93,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
94,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
94,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
95,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
95,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
96,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
96,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
97,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
97,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
98,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
98,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
99,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
99,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
100,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
100,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
101,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
101,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
102,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
102,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
103,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
103,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
104,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
104,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
105,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
105,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
106,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
106,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
107,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
107,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
108,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
108,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
109,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
109,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
110,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
110,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
111,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
111,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
112,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
112,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
113,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
113,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
114,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
114,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
115,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
115,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
116,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
116,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
117,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
117,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
118,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
118,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
119,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
119,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
120,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
120,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
121,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
121,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
122,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
122,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
123,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
123,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
124,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
124,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
125,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
125,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
126,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
126,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
127,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
127,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
128,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
128,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
129,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
129,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
130,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
130,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
131,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
131,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
132,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
132,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
133,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
133,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
134,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
134,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
135,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
135,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
136,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
136,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
137,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
137,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
138,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
138,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
139,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
139,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
140,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
140,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
141,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
141,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
142,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
142,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
143,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
143,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
144,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
144,1,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
145,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
145,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
146,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
146,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
147,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
147,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
148,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
148,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
149,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
149,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
150,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
150,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
151,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
151,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
152,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
152,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
153,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
153,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
154,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
154,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
155,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
155,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
156,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
156,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
157,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
157,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
158,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
158,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
159,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
159,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
160,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
160,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
161,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
161,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
162,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
162,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
163,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
163,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
164,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
164,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
165,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
165,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
166,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
166,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
167,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
167,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
168,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
168,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
169,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
169,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
170,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
170,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
171,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
171,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
172,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
172,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
173,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
173,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
174,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
174,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
175,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
175,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
176,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
176,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
177,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
177,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
178,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
178,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
179,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
179,1,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
180,0,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
180,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
181,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
181,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
182,0,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
182,1,0,68.18181818181819,90.90909090909092,10.0,24.0,24.0,10
183,0,2,34.09090909090909,45.45454545454546,5.0,34.0,34.0,10
183,1,1,47.04545454545455,62.72727272727273,6.8999999999999995,25.0,25.0,10
184,0,3,19.772727272727273,26.363636363636367,2.9,124.0,124.0,10
